Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
728,64,7314,7,5,2007,2007,1232,0,1232,1,0,2,0,2,1,6,0,2,632,0,0,0,0,0,194500
195,60,7180,5,7,1972,1972,864,0,864,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,127000
281,82,11287,7,6,1989,1989,1175,807,1982,0,0,2,1,3,1,7,1,2,575,84,0,196,0,0,228500
360,78,12011,8,5,1998,1998,1086,838,1924,1,0,2,1,3,1,7,1,2,592,75,0,0,374,0,280000
520,53,10918,7,9,1926,2004,1276,804,2080,0,0,1,1,3,1,9,2,1,282,0,0,0,145,0,234000
1456,62,7917,6,5,1999,2000,953,694,1647,0,0,2,1,3,1,7,1,2,460,40,0,0,0,0,175000
924,50,8012,6,5,1993,1994,1617,0,1617,1,0,2,0,2,1,5,1,2,533,69,0,0,0,0,193000
183,60,9060,5,6,1957,2006,1340,0,1340,0,0,1,0,3,1,7,1,1,252,0,0,180,0,0,120000
988,83,10159,9,5,2009,2010,1940,0,1940,1,0,2,1,3,1,8,1,3,606,95,0,0,0,0,395192
111,75,9525,6,4,1954,1972,1216,639,1855,0,0,2,0,4,1,7,0,1,325,0,0,0,0,0,136900
43,70,9180,5,7,1983,1983,884,0,884,1,0,1,0,2,1,5,0,2,504,0,0,0,0,0,144000
1237,36,2628,7,5,2003,2003,764,862,1626,0,0,2,1,2,1,6,0,2,474,27,0,0,0,0,175500
205,50,3500,5,7,1947,1950,720,564,1284,0,0,1,1,2,1,5,0,1,240,35,0,0,0,0,110000
984,70,11250,8,5,2002,2002,1149,1141,2290,0,0,2,1,4,1,9,1,2,779,0,0,0,0,0,255900
53,110,8472,5,5,1963,1963,816,0,816,1,0,1,0,2,1,5,0,2,516,0,0,0,0,0,110000
546,70,13837,7,5,1988,1988,1377,806,2183,0,0,2,1,4,1,9,0,3,786,0,0,0,0,0,229000
946,98,8820,5,6,1890,1996,1188,561,1869,0,0,1,0,2,1,7,0,2,456,0,244,0,0,0,124900
853,53,7128,7,5,1941,1950,918,728,1646,0,0,2,0,4,1,7,2,1,240,0,0,0,126,0,164000
1414,88,10994,8,5,2005,2006,1844,0,1844,1,0,2,0,2,1,7,1,2,620,44,0,0,0,0,257000
1376,89,10991,8,5,2007,2007,1571,0,1571,0,0,2,0,3,1,7,1,3,722,36,0,0,0,0,239000
184,63,11426,7,5,2003,2003,1362,720,2082,0,0,2,1,3,1,6,0,2,484,238,0,0,0,0,200000
138,82,11070,7,5,1988,1989,1959,0,1959,0,0,3,0,5,2,9,0,3,766,0,0,0,0,0,171000
927,93,11999,8,5,2003,2004,1234,1140,2374,0,0,2,1,4,1,10,1,3,656,100,0,0,0,0,285000
81,100,13000,6,6,1968,1968,1182,960,2142,0,0,2,1,4,1,8,1,1,509,72,0,0,252,0,193500
1365,30,3180,7,5,2005,2005,520,600,1200,0,0,2,1,2,1,4,0,2,480,166,0,0,0,0,144152
106,75,9375,8,5,2003,2004,1053,939,1992,0,0,2,1,3,1,9,1,2,648,45,0,0,0,0,250000
542,70,11000,8,5,2000,2000,997,1288,2285,0,0,2,1,4,1,8,1,3,648,56,0,0,0,0,248000
707,70,115149,7,5,1971,2002,1824,0,1824,1,0,2,0,2,1,5,2,2,739,48,0,0,0,0,302000
481,98,16033,9,5,2004,2005,1850,0,1850,1,0,2,0,3,1,8,1,3,772,112,0,0,0,0,326000
166,62,10106,5,7,1940,1999,808,547,1355,1,0,2,0,4,2,6,0,0,0,0,0,0,0,0,127500
249,72,11317,7,5,2003,2003,840,828,1668,0,0,2,1,3,1,8,0,2,500,68,0,0,0,0,180000
308,70,7920,6,7,1920,1950,1035,371,1406,0,0,1,0,3,1,6,0,0,0,144,0,0,0,0,89500
447,137,16492,6,6,1966,2002,1888,0,1888,0,0,2,1,2,1,6,1,2,578,0,0,0,0,0,190000
713,40,4671,8,5,1988,1989,1228,0,1228,1,0,2,0,2,1,5,1,2,472,120,0,0,0,0,189000
335,59,9042,6,5,1998,1998,943,695,1638,1,0,2,1,3,1,7,2,2,472,38,0,0,0,0,192000
98,73,10921,4,5,1965,1965,960,0,960,1,0,1,0,3,1,6,0,1,432,0,0,0,0,0,94750
725,86,13286,9,5,2007,2008,1698,0,1698,1,0,2,0,3,1,8,1,3,768,64,0,0,0,0,320000
906,80,9920,5,5,1954,1954,1063,0,1063,1,0,1,0,3,1,6,0,1,280,0,164,0,0,0,128000
900,65,6993,5,7,1961,1994,1236,0,1236,0,0,1,0,3,1,6,1,1,288,0,0,0,0,0,135000
103,64,7018,5,5,1979,1979,1535,0,1535,0,0,2,0,4,2,8,0,2,410,0,0,0,0,0,118964
435,21,1890,4,7,1972,1972,630,0,630,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,81000
1008,21,2217,4,4,1970,1970,546,546,1092,0,0,1,1,3,1,6,0,1,286,0,0,0,0,0,88000
1306,108,13173,9,5,2006,2007,1652,0,1652,1,0,2,0,2,1,6,2,2,840,102,0,0,0,0,325000
835,75,7875,5,6,1961,1961,1144,0,1144,1,0,1,0,3,1,6,0,2,456,0,0,0,0,0,139950
1325,75,9986,8,5,2006,2007,1795,0,1795,0,0,2,0,2,1,7,1,3,895,49,0,0,0,0,147000
303,118,13704,7,5,2001,2002,1541,0,1541,0,0,2,0,3,1,6,1,3,843,81,0,0,0,0,205000
1230,70,7910,5,5,1960,1960,1507,0,1507,0,0,2,0,4,1,7,0,1,404,0,0,0,0,0,127000
1192,24,2645,8,5,1999,2000,764,677,1441,0,0,2,1,2,1,5,0,2,492,0,0,0,0,0,174000
389,93,9382,7,5,1999,2000,1479,0,1479,0,0,2,0,3,1,6,0,2,577,25,0,0,0,0,191000
236,21,1680,6,3,1971,1971,483,504,987,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,89500
1213,50,9340,4,6,1941,1950,672,0,672,1,0,1,0,2,1,4,0,1,234,113,0,0,0,0,113000
268,60,8400,5,8,1939,1997,1052,720,2192,0,0,2,1,4,1,8,1,1,240,24,0,0,0,0,179500
306,80,10386,8,5,2004,2005,2000,0,2000,1,0,2,0,3,1,8,0,3,888,0,0,0,0,0,305900
118,74,8536,5,5,2006,2007,1125,0,1125,0,0,1,1,2,1,5,0,2,430,64,0,0,0,0,155000
1180,77,8335,5,5,1954,1954,1124,0,1124,0,0,1,0,3,1,5,1,0,0,36,190,0,0,0,93000
674,110,14442,6,7,1957,2004,1839,0,1839,1,0,2,0,3,1,7,2,2,416,87,0,0,200,0,257500
250,70,159000,6,7,1958,2006,1444,700,2144,0,1,2,0,4,1,7,2,2,389,98,0,0,0,0,277000
1066,80,14000,7,5,1996,1997,1306,954,2260,1,0,2,1,3,1,7,0,2,533,44,0,0,0,0,328000
1053,100,9500,6,6,1964,1978,1127,850,1977,0,1,1,1,4,1,9,1,2,540,52,0,0,0,0,165000
72,69,7599,4,6,1982,2006,845,0,845,1,0,1,0,2,1,4,0,2,360,0,0,0,0,0,129500
95,69,9337,6,5,1997,1997,905,881,1786,1,0,2,1,3,1,7,0,2,684,162,0,0,0,0,204750
1441,79,11526,6,7,1922,1994,1423,748,2555,0,0,2,0,3,1,11,1,2,672,0,0,0,0,0,191000
34,70,10552,5,5,1959,1959,1700,0,1700,0,1,1,1,4,1,6,1,2,447,38,0,0,0,0,165500
1168,58,10852,6,5,2000,2000,959,712,1671,1,0,2,1,3,1,7,1,2,472,38,0,0,0,0,173000
449,50,8600,6,6,1937,1950,780,596,1376,0,0,2,0,3,1,7,1,1,198,0,0,0,0,0,119500
446,73,9855,6,5,1956,1956,1689,0,1689,0,0,1,0,3,1,7,1,2,480,0,0,0,0,0,127500
717,60,10800,7,8,1890,1998,1576,978,2554,0,0,1,1,3,1,8,0,2,704,48,143,0,0,0,159500
845,100,12665,5,8,1915,1950,876,540,1416,0,0,1,1,4,1,7,1,3,720,0,194,0,0,0,153900
1113,73,7100,5,7,1957,1957,816,0,816,1,0,1,0,2,1,5,0,1,308,0,0,0,0,0,129900
859,80,10400,7,5,1976,1976,1370,0,1370,0,0,2,0,3,1,6,1,2,479,0,0,0,0,0,152000
998,70,11717,6,6,1970,1970,1442,0,1442,0,0,2,0,2,1,6,1,2,615,0,0,0,0,0,185000
78,50,8635,5,5,1948,2001,1072,213,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,127000
85,70,8530,7,5,1995,1996,804,670,1474,0,0,2,1,3,1,7,1,2,400,72,0,0,0,0,168500
793,92,9920,7,5,1996,1997,1127,886,2013,1,0,2,1,3,1,8,1,2,455,130,0,0,0,0,269790
83,78,10206,8,5,2007,2007,1563,0,1563,0,0,2,0,3,1,6,1,3,758,99,0,0,0,0,245000
458,70,53227,4,6,1954,1994,1663,0,1663,1,0,1,0,2,1,6,2,2,529,137,0,0,0,0,256000
971,60,10800,4,4,1949,1950,720,472,1192,0,0,1,1,4,1,6,0,0,0,0,0,0,0,0,135000
677,60,9600,4,2,1900,1950,1095,679,1774,1,0,2,0,4,2,8,0,3,779,0,90,0,0,0,87000
939,73,8760,7,5,2006,2006,1391,571,1962,0,0,2,1,3,1,7,0,3,868,90,0,0,0,0,239799
1051,73,8993,7,5,2007,2007,1302,0,1302,0,0,2,0,3,1,6,0,2,436,22,0,0,0,0,176485
437,40,4400,6,8,1920,1950,734,384,1118,0,0,1,0,2,1,6,0,2,440,0,0,0,0,0,116000
645,85,9187,9,5,2009,2009,1766,0,1766,1,0,2,1,2,1,7,1,3,478,130,0,0,0,0,370878
781,63,7875,7,5,1995,1996,1253,0,1253,0,0,2,0,3,1,6,1,2,402,21,0,0,0,0,176000
863,81,9672,6,5,1984,1985,1097,0,1097,0,0,2,0,3,1,6,0,2,480,0,0,0,0,0,152000
1358,70,12537,5,6,1971,2008,1078,0,1078,1,0,1,1,3,1,6,1,2,500,0,0,0,0,0,149900
405,70,10364,6,5,1995,1996,806,766,1572,0,0,2,1,3,1,7,1,2,373,40,0,0,0,0,168000
1271,70,23595,7,6,1979,1979,1332,192,1524,2,0,0,1,0,1,4,1,2,586,0,0,0,0,0,260000
942,70,8755,7,5,1999,1999,1022,1038,2060,1,0,2,1,3,1,8,1,2,390,0,0,168,0,0,214000
945,70,14375,6,6,1958,1958,1344,0,1344,0,1,1,0,3,1,7,1,2,525,118,0,0,233,0,137500
105,70,7758,7,4,1931,1950,1226,592,1818,0,0,1,1,4,1,7,2,1,240,0,0,0,184,0,169500
610,61,7943,4,5,1961,1961,1029,0,1029,1,0,1,0,3,1,5,0,1,261,0,39,0,0,0,118500
1069,42,3964,6,4,1973,1973,1291,1230,2521,1,0,2,1,5,1,10,1,2,576,20,0,0,0,0,151400
994,68,8846,6,5,2005,2006,750,750,1500,0,0,2,1,3,1,6,0,2,564,35,0,0,0,0,173900
889,95,15865,8,6,1970,1970,2217,0,2217,1,0,2,0,4,1,8,1,2,621,207,0,0,224,0,268000
63,44,6442,8,5,2006,2006,1370,0,1370,0,0,2,0,2,1,6,1,2,484,49,0,0,0,0,202500
282,60,7200,6,5,2006,2006,1262,0,1262,0,0,2,0,2,1,5,0,2,572,120,0,0,0,0,185000
965,80,11316,7,5,2002,2003,824,1070,1894,1,0,2,1,4,1,8,1,2,510,40,0,0,0,0,214900
239,93,12030,8,5,2007,2007,1694,0,1694,0,0,2,0,3,1,7,0,3,818,228,0,0,0,0,318000
224,70,10500,4,6,1971,1971,864,0,864,0,0,1,0,2,1,4,0,2,576,0,0,0,0,0,97000
146,24,2522,6,5,2004,2006,970,739,1709,0,0,2,0,3,1,7,0,2,380,40,0,0,0,0,130000
1363,70,12513,4,4,1920,2007,1281,457,1738,0,0,2,0,4,1,7,1,1,368,0,0,0,0,0,104900
374,79,10634,5,6,1953,1953,1319,0,1319,1,0,1,0,3,1,5,0,1,270,0,0,0,0,0,123000
119,90,12376,7,5,1990,1990,1699,1523,3222,1,0,3,0,5,1,11,2,3,594,0,0,0,0,0,320000
1097,60,6882,6,7,1914,2006,773,582,1355,0,0,1,1,3,1,7,0,0,0,0,115,0,0,0,127000
251,55,5350,3,2,1940,1966,1306,0,1306,0,0,1,0,3,1,6,0,0,0,0,0,0,0,0,76500
1407,70,8445,5,7,1972,2007,768,0,768,1,0,1,0,2,1,5,0,2,396,0,0,0,0,0,133000
10,50,7420,5,6,1939,1950,1077,0,1077,1,0,1,0,2,2,5,2,1,205,4,0,0,0,0,118000
450,50,6000,3,7,1948,2002,679,504,1183,0,0,1,1,2,1,6,0,1,308,176,0,0,0,0,120000
709,65,9018,7,5,2007,2007,728,728,1456,0,0,2,1,3,1,8,1,2,400,24,0,0,0,0,179540
256,66,8738,7,5,1999,1999,1005,1286,2291,0,0,2,1,4,1,8,1,2,429,0,0,0,0,0,230000
594,70,4435,6,5,2003,2003,848,0,848,1,0,1,0,1,1,4,0,2,420,0,0,0,0,0,140000
390,96,12474,10,5,2007,2008,1742,590,2332,1,0,2,1,3,1,9,1,3,846,134,0,0,0,0,426000
1203,50,6000,5,8,1925,1997,884,464,1348,1,0,1,0,3,1,5,1,1,216,0,208,0,0,0,117000
1169,120,13728,6,7,1935,1986,1236,872,2108,0,0,2,0,4,1,7,2,2,540,0,0,0,90,0,235000
558,60,11040,4,6,1920,1950,897,439,1336,0,0,1,1,3,1,7,0,1,570,47,120,0,0,0,108000
1299,313,63887,10,5,2008,2008,4692,950,5642,2,0,2,1,3,1,12,3,2,1418,292,0,0,0,480,160000
1425,70,9503,5,5,1958,1983,1344,0,1344,1,0,1,0,2,1,6,1,1,484,28,0,0,0,0,144000
461,75,8004,8,5,2009,2009,832,1103,1935,1,0,2,1,3,1,8,0,2,552,150,0,0,0,0,263435
724,60,8172,4,6,1954,1972,997,473,1470,0,0,2,0,4,1,7,0,1,548,0,0,0,156,0,135000
1347,70,20781,7,7,1968,2003,2156,0,2156,0,0,2,0,3,1,9,1,2,508,80,0,290,0,0,262500
145,70,9100,5,5,1963,1963,1728,0,1728,1,0,2,0,6,2,10,0,2,504,0,0,0,0,0,125000
502,75,9803,7,5,2005,2005,866,902,1768,0,0,2,1,3,1,7,0,2,603,108,0,0,0,0,226700
1071,72,10152,5,5,1956,1956,1048,0,1048,1,0,1,0,3,1,6,0,1,286,20,0,0,192,0,135000
740,65,9313,7,5,2004,2004,864,864,1728,0,0,2,1,3,1,7,0,2,572,56,0,0,0,0,190000
1350,50,5250,8,5,1872,1987,938,1215,2358,0,0,2,0,4,1,8,0,0,0,54,20,0,0,0,122000
732,73,9590,7,5,2003,2003,1146,0,1146,1,0,2,0,3,1,6,1,2,438,22,0,0,0,0,187500
540,70,11423,8,5,2001,2002,1601,0,1601,1,0,2,0,3,1,6,1,2,670,0,0,0,0,0,272000
178,70,13650,5,5,1958,1958,1252,668,1920,1,0,2,0,4,1,8,1,2,451,0,0,0,0,0,172500
1409,60,7740,4,7,1910,1950,741,622,1363,0,0,1,0,3,1,6,0,2,528,0,0,0,168,0,125500
698,57,6420,5,7,1952,1952,1148,0,1148,0,1,1,0,2,1,6,0,1,308,0,0,0,0,0,123500
1403,64,6762,7,5,2006,2006,1294,0,1294,0,0,2,0,2,1,6,1,2,662,55,0,0,0,0,193879
1023,52,9439,5,5,1930,1950,912,336,1248,0,0,1,0,2,1,6,0,1,160,0,192,0,0,0,87000
1117,70,7750,8,5,2002,2002,779,640,1419,1,0,2,1,3,1,7,1,2,527,0,0,0,0,0,184100
1430,70,12546,6,7,1981,1981,1440,0,1440,0,0,2,0,3,1,7,1,2,467,0,99,0,0,0,182900
1454,90,17217,5,5,2006,2006,1140,0,1140,0,0,1,0,3,1,6,0,0,0,56,0,0,0,0,84500
8,70,10382,7,6,1973,1973,1107,983,2090,1,0,2,1,3,1,7,2,2,484,204,228,0,0,0,200000
821,72,7226,7,5,2003,2003,798,842,1640,0,0,2,1,3,1,6,0,2,595,45,0,0,0,0,183000
668,65,8125,6,5,1994,1998,1679,0,1679,1,0,2,0,3,1,7,1,2,575,42,0,0,0,0,193500
1390,60,6000,6,6,1941,1950,869,349,1218,0,1,1,0,3,1,6,1,2,440,0,0,0,0,0,131000
358,44,4224,5,5,1976,1976,1142,0,1142,1,0,1,1,3,1,6,1,2,528,90,0,0,0,0,134000
784,70,9101,5,6,1978,1978,1110,0,1110,1,0,1,0,1,1,4,1,2,602,30,0,0,0,0,165500
986,68,10880,5,5,1950,1950,1164,0,1164,1,0,1,0,3,1,5,0,1,240,48,0,0,0,0,125000
330,60,6402,5,5,1920,1950,596,596,1192,0,0,1,0,3,1,6,0,1,189,0,137,0,0,0,78000
1445,63,8500,7,5,2004,2004,1422,0,1422,0,0,2,0,3,1,7,0,2,626,60,0,0,0,0,179600
1118,57,9764,5,7,1967,2003,894,0,894,1,0,1,0,3,1,5,0,2,450,0,0,0,0,0,130000
1088,85,10574,8,5,2005,2006,1082,871,1953,0,0,2,1,3,1,9,1,3,1043,50,0,0,0,0,252000
259,80,12435,7,5,2001,2001,963,829,1792,0,0,2,1,3,1,7,1,2,564,96,0,245,0,0,231500
1145,60,12180,4,4,1941,1950,672,252,924,1,0,1,0,2,1,5,0,1,280,0,0,0,0,0,80000
373,50,7175,6,5,1984,1984,752,0,752,1,0,1,0,2,1,4,0,1,264,0,0,0,90,0,125000
1076,75,13125,7,6,1940,1984,960,780,1740,0,0,1,1,3,1,6,2,1,240,0,0,0,0,0,219500
883,70,9636,6,5,1992,1993,808,785,1593,0,0,2,1,3,1,7,1,2,389,40,0,0,0,0,178000
143,71,8520,5,4,1952,1952,910,475,1385,0,0,2,0,4,1,6,0,2,720,0,0,0,0,0,166000
526,62,7500,7,5,2005,2005,1266,0,1266,0,0,2,0,3,1,6,1,2,453,144,0,0,0,0,176000
1108,168,23257,7,5,2006,2006,887,1134,2021,0,0,2,1,3,1,9,1,2,422,100,0,0,0,0,274725
1336,80,9650,6,5,1977,1977,1334,0,1334,0,1,2,0,2,1,6,1,2,630,16,0,0,0,0,167900
1092,24,2160,7,5,1999,2000,624,628,1252,1,0,2,1,2,1,4,0,2,462,48,0,0,0,0,160000
1388,60,8520,6,7,1916,1950,1664,862,2526,0,0,2,0,5,1,10,1,1,216,15,0,0,0,0,136000
441,105,15431,10,5,2008,2008,2402,0,2402,1,0,2,0,2,1,10,2,3,672,72,0,0,170,0,555000
532,60,6155,6,8,1920,1999,751,611,1362,0,0,2,0,3,1,6,0,2,502,0,84,0,0,0,128000
1170,118,35760,10,5,1995,1996,1831,1796,3627,1,0,3,1,4,1,10,1,3,807,76,0,0,0,0,625000
227,82,9950,7,5,1995,1995,1214,1306,2520,0,0,2,1,4,1,9,1,3,721,114,0,0,0,0,290000
1001,74,10206,3,3,1952,1952,944,0,944,0,0,1,0,2,1,4,0,2,528,0,0,0,0,0,82000
229,70,8521,5,5,1967,1967,912,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,125000
1247,65,8125,7,5,2005,2006,756,797,1553,0,0,2,1,3,1,6,0,2,615,45,0,0,0,0,186500
1320,75,10215,4,5,1954,1954,948,0,948,0,0,1,0,3,1,5,0,1,248,0,0,0,0,0,111000
213,72,8640,7,5,2009,2009,932,920,1852,1,0,2,1,3,1,7,1,2,644,108,0,0,0,0,252678
80,60,10440,5,6,1910,1981,682,548,1230,0,0,1,1,2,1,5,0,2,440,0,128,0,0,0,110000
149,63,7500,7,5,2004,2005,1080,0,1080,1,0,1,0,3,1,6,0,0,0,0,0,0,0,0,141000
815,45,8248,5,7,1918,1950,686,564,1250,0,1,1,1,3,1,7,0,1,280,0,96,0,0,0,116000
1068,80,9760,6,6,1964,1964,798,813,1611,1,0,1,1,4,1,7,0,2,442,128,0,0,189,0,167900
870,80,9938,7,5,1993,1994,1062,887,1949,1,0,2,1,3,1,8,1,2,574,90,0,0,0,0,236000
672,54,6629,6,6,1925,1950,697,672,1369,1,0,2,0,3,1,6,0,1,300,0,0,0,0,0,103600
1125,70,9125,7,5,1992,1992,812,670,1482,0,0,2,1,3,1,7,1,2,392,25,0,0,0,0,163900
556,58,6380,5,6,1922,1950,1048,0,1048,0,0,1,0,2,1,5,1,1,280,0,116,0,0,0,113000
865,72,8640,7,5,2007,2008,1372,0,1372,0,0,2,0,3,1,6,0,2,529,140,0,0,0,0,250580
134,70,6853,8,5,2001,2002,1296,0,1296,1,0,2,0,2,1,6,0,2,471,25,0,0,0,0,220000
1080,65,8775,5,5,1994,1994,990,0,990,0,0,1,0,3,1,5,0,1,299,64,0,0,0,0,126000
824,60,9900,6,7,1940,1950,944,545,1489,0,0,2,0,3,1,7,1,1,240,0,0,0,0,0,139500
409,109,14154,7,5,2006,2006,1071,1101,2172,0,0,2,1,3,1,9,1,3,947,62,0,0,0,0,280000
983,43,3182,7,5,2007,2007,1266,0,1266,0,0,2,0,2,1,6,1,2,388,16,0,0,0,0,159895
508,75,7862,6,5,2009,2009,1218,0,1218,0,0,2,0,2,1,4,0,2,676,102,0,0,0,0,208300
1151,57,8280,6,5,1950,1950,932,0,932,0,0,1,0,2,1,4,1,1,306,0,214,0,0,0,124000
505,24,2308,6,5,1974,1974,855,467,1322,0,1,2,1,3,1,6,1,2,440,0,0,0,0,0,147000
987,59,5310,6,8,1910,2003,1001,634,1635,0,0,1,0,2,1,5,0,1,255,0,0,0,0,0,117000
348,70,17600,6,5,1960,1960,1478,0,1478,1,0,2,0,3,1,6,2,2,498,40,0,0,0,0,157500
387,58,8410,5,3,1910,1996,658,526,1184,0,0,1,0,5,1,8,0,0,0,151,0,0,0,0,81000
1,65,8450,7,5,2003,2003,856,854,1710,1,0,2,1,3,1,8,0,2,548,61,0,0,0,0,208500
361,70,7540,6,6,1978,1978,912,0,912,1,0,1,0,2,1,5,1,2,470,0,0,0,192,0,156000
829,70,28698,5,5,1967,1967,1160,966,2126,0,1,2,1,3,1,7,0,2,538,0,0,0,225,0,185000
1380,73,9735,5,5,2006,2007,754,640,1394,0,0,2,1,3,1,7,0,2,400,0,0,0,0,0,167500
476,80,8480,5,6,1963,1963,970,0,970,1,0,1,0,2,1,5,0,2,624,24,0,0,192,0,132500
1248,70,12328,6,5,1976,1976,1034,0,1034,1,0,1,0,3,1,6,0,3,888,0,0,0,0,0,169900
58,89,11645,7,5,2004,2004,860,860,1720,0,0,2,1,3,1,7,0,2,565,70,0,0,0,0,196500
638,50,6000,5,4,1954,1954,811,576,1387,0,0,2,0,3,2,7,0,1,256,0,0,0,0,0,93000
1274,124,11512,6,7,1959,2006,1357,0,1357,1,0,1,0,2,1,5,1,1,312,0,0,0,163,0,177000
1027,73,9300,5,5,1960,1960,1264,0,1264,1,0,1,0,3,1,6,2,2,461,0,0,0,143,0,167500
910,149,12589,6,5,2005,2005,742,742,1484,0,0,2,1,3,1,8,1,2,390,24,0,0,0,0,174000
173,44,5306,7,7,1987,1987,1064,703,1767,1,0,2,0,2,1,5,1,2,504,35,0,0,0,0,239000
451,70,5684,6,8,1930,2005,813,0,813,0,0,1,0,2,1,5,0,1,270,113,0,0,0,0,110000
126,60,6780,6,8,1935,1982,520,0,754,1,0,1,0,2,1,5,0,0,0,0,0,0,0,0,84500
935,313,27650,7,7,1960,2007,2069,0,2069,1,0,2,0,4,1,9,1,2,505,0,0,0,0,0,242000
531,85,10200,6,5,1988,1989,1509,0,1509,1,0,2,0,3,1,5,1,2,600,0,0,0,0,0,175000
858,65,8125,6,5,1994,1995,702,779,1481,0,0,2,1,3,1,6,1,2,343,36,0,0,0,0,174000
714,60,9873,4,5,1970,1970,960,0,960,1,0,1,0,3,1,6,0,2,576,288,0,0,0,0,129000
91,60,7200,4,5,1950,1950,1040,0,1040,0,0,1,0,2,1,4,0,2,420,29,0,0,0,0,109900
1413,60,7200,4,5,1949,1950,1040,0,1040,0,0,2,0,2,2,6,0,2,420,0,0,0,0,0,90000
182,54,7588,7,6,1920,1950,901,901,1802,0,0,1,1,4,1,9,1,1,216,0,40,0,0,0,200100
876,75,9000,8,5,2007,2007,1184,1426,2610,0,0,2,1,4,1,11,1,2,550,364,0,0,0,0,303477
1152,134,17755,5,4,1959,1959,1466,0,1466,0,0,1,1,3,1,6,2,2,528,140,0,0,100,0,149900
787,60,10800,5,6,1915,1950,966,686,1652,1,0,2,0,4,1,7,0,1,416,0,196,0,0,0,139000
415,59,11228,7,5,1993,1993,1080,1017,2097,0,1,2,1,3,1,9,1,3,678,187,0,0,0,0,228000
252,44,4750,8,5,2006,2007,1625,0,1625,1,1,2,0,2,1,5,1,2,538,0,0,0,153,0,235000
70,81,15593,7,4,1953,1953,1304,983,2287,0,0,2,0,3,1,7,1,2,667,21,114,0,0,0,225000
804,107,13891,9,5,2008,2009,1734,1088,2822,0,0,3,1,4,1,12,1,3,1020,170,0,0,192,0,582933
132,70,12224,6,5,2000,2000,1022,1032,2054,1,0,2,1,3,1,7,1,2,390,48,0,0,0,0,244000
301,90,15750,5,5,1953,1953,1336,0,1336,1,0,1,0,2,1,5,2,1,375,0,0,0,0,0,157000
979,68,9450,4,5,1954,1954,894,0,894,0,0,1,0,3,1,5,0,2,400,0,0,0,0,0,110000
327,32,10846,8,5,1993,1993,1719,0,1719,2,0,1,1,1,1,6,2,2,473,30,0,0,0,0,324000
1427,81,10944,7,5,1994,1994,1223,904,2127,1,0,2,1,3,1,5,2,2,525,132,0,0,0,0,271000
1084,80,8800,6,6,1964,1964,1251,0,1251,1,0,1,0,3,1,6,2,1,461,116,0,0,0,0,160000
500,70,7535,5,7,1958,1985,912,0,912,0,1,1,0,2,1,5,0,1,297,285,0,0,0,0,120000
969,50,5925,3,6,1910,1950,600,368,968,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,37900
833,44,9548,7,6,2003,2003,941,888,1829,1,0,2,1,3,1,7,1,2,613,39,0,0,0,0,237000
365,70,18800,6,5,1976,1976,790,784,1574,1,0,2,1,3,1,6,1,2,566,111,0,0,0,0,190000
496,60,7879,4,5,1920,1950,720,0,720,0,0,1,0,2,1,4,0,0,0,523,115,0,0,0,34900
1360,129,16737,9,5,2004,2005,1980,0,1980,1,0,2,0,3,1,8,1,3,770,45,0,0,0,0,315000
339,91,14145,7,7,1984,1998,1621,0,1621,1,0,2,0,3,1,8,0,2,440,45,0,0,0,0,202500
422,70,16635,6,7,1977,2000,1602,0,1602,0,1,2,0,3,1,8,1,2,529,0,0,0,0,0,215000
165,40,5400,6,7,1926,2004,1149,467,1616,0,0,2,0,3,1,5,0,1,216,0,183,0,0,0,152000
29,47,16321,5,6,1957,1997,1600,0,1600,1,0,1,0,2,1,6,2,1,319,258,0,0,0,0,207500
517,70,10448,6,6,1972,1972,1378,741,2119,0,0,2,1,3,1,7,1,2,583,104,0,0,0,0,158000
194,24,2522,7,5,2004,2004,970,739,1709,0,0,2,0,3,1,7,0,2,380,40,0,0,0,0,130000
1251,93,11160,7,5,1968,1968,2110,0,2110,1,0,2,1,3,1,8,2,2,522,0,0,0,0,0,244000
1327,70,4270,3,6,1931,2006,774,0,774,0,0,1,0,3,1,6,0,0,0,0,286,0,0,0,79000
1326,40,3636,4,4,1922,1950,796,0,796,0,0,1,0,2,1,5,0,0,0,0,100,0,0,0,55000
170,70,16669,8,6,1981,1981,1707,0,1707,0,0,2,1,2,1,6,1,2,511,64,0,0,0,0,228000
168,86,10562,8,5,2007,2007,1610,551,2161,1,0,1,1,3,1,8,1,3,789,120,0,0,0,0,325624
653,70,8750,7,5,1996,1996,909,807,1716,0,0,2,1,2,1,7,1,2,512,120,0,0,0,0,191000
